GENE	P1	P1+N	P2	P2+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
Sbene_G00001	0	0	0	0	0	0	0	0
Sbene_G00004	0	0	0	0	0	0	0	0
Sbene_G00007	8	0	2	0	0	0	0	0
Sbene_G00008	7	1	1	0	0	0	0	3
Sbene_G00009	5	9	0	2	6	2	0	30
Sbene_G00010	50	34	6	21	133	58	2	22
Sbene_G00017	0	0	0	0	0	0	0	0
Sbene_G00019	0	1	0	0	4	0	0	1
Sbene_G00020	0	0	0	0	3	0	0	9
Sbene_G00025	0	0	0	0	0	0	0	0
Sbene_G00026	0	0	0	0	0	0	0	0
Sbene_G00028	0	4	6	7	0	8	1	2
Sbene_G00029	0	12	1	4	0	5	0	0
Sbene_G00030	0	2	0	2	7	13	0	2
Sbene_G00031	6	8	6	13	4	2	0	9
Sbene_G00032	0	0	0	0	0	0	0	0
Sbene_G00033	0	0	0	0	0	0	0	0
Sbene_G00036	73	20	12	103	14	28	16	54
Sbene_G00037	1	0	1	6	1	8	0	5
Sbene_G00038	0	0	0	0	0	0	0	0
Sbene_G00040	0	0	0	0	0	0	0	0
Sbene_G00042	0	0	0	0	0	0	0	0
Sbene_G00043	9	21	58	4	58	18	1	7
Sbene_G00044	2	2	2	1	17	2	7	1
Sbene_G00045	0	0	0	0	21	7	9	1
Sbene_G00046	2	0	2	2	0	0	12	0
Sbene_G00047	0	0	0	0	0	0	0	0
Sbene_G00048	0	0	0	0	0	0	0	0
Sbene_G00049	0	0	0	0	0	0	0	0
Sbene_G00050	0	0	0	0	0	0	0	0
Sbene_G00052	0	11	0	21	0	31	0	15
Sbene_G00053	0	2	1	7	2	0	0	0
Sbene_G00054	0	0	0	0	0	0	0	0
Sbene_G00055	0	0	0	0	0	0	0	0
Sbene_G00057	16	26	2	23	34	31	0	0
Sbene_G00060	0	0	0	0	0	0	0	0
Sbene_G00061	0	0	0	0	0	0	0	0
Sbene_G00062	0	0	0	0	0	0	0	0
Sbene_G00063	2	0	1	0	5	0	0	0
Sbene_G00064	0	0	0	0	0	0	0	0
Sbene_G00065	0	0	0	0	0	0	0	0
Sbene_G00066	0	0	0	0	0	0	0	0
Sbene_G00068	0	0	0	0	0	0	0	0
Sbene_G00069	0	0	0	0	0	0	0	0
Sbene_G00070	0	0	0	0	0	0	0	0
Sbene_G00073	4	1	2	2	0	4	3	8
Sbene_G00075	106	141	63	296	283	826	2	43
Sbene_G00078	0	10	0	9	0	2	2	23
Sbene_G00079	0	0	0	0	2	12	0	0
Sbene_G00080	0	0	0	0	0	0	0	0
Sbene_G00081	0	0	0	0	0	0	0	0
Sbene_G00082	0	0	0	0	0	0	0	0
Sbene_G00083	96	297	59	55	177	202	8	22
Sbene_G00085	599	439	174	215	66	140	8	123
Sbene_G00086	0	0	3	1	0	0	0	0
Sbene_G00087	0	0	0	0	0	0	0	0
Sbene_G00089	0	0	0	0	0	0	0	0
Sbene_G00091	0	2	0	8	0	0	0	6
Sbene_G00092	0	0	0	0	0	0	0	0
Sbene_G00093	0	0	0	0	0	0	0	0
Sbene_G00094	0	0	0	0	0	0	0	0
Sbene_G00095	0	0	0	0	0	0	0	0
Sbene_G00096	0	0	0	0	0	0	0	0
Sbene_G00097	0	0	0	0	0	0	0	0
Sbene_G00098	2	2	0	0	0	0	1	3
Sbene_G00101	0	0	0	0	0	0	2	0
Sbene_G00104	0	15	2	10	26	35	1	1
Sbene_G00106	3	0	0	0	3	2	0	0
Sbene_G00107	0	0	0	0	0	0	0	0
Sbene_G00108	0	0	0	0	0	0	2	0
Sbene_G00109	0	0	0	0	0	0	0	0
Sbene_G00110	0	0	0	0	12	0	0	0
Sbene_G00111	0	4	0	2	0	2	0	0
Sbene_G00112	109	117	20	183	136	185	8	120
Sbene_G00114	0	0	0	0	0	0	0	0
Sbene_G00115	0	0	0	0	0	0	0	0
Sbene_G00116	0	0	0	0	0	0	0	0
Sbene_G00117	0	0	0	0	0	0	0	0
Sbene_G00118	0	0	0	0	0	0	0	0
Sbene_G00120	1	1	0	6	0	0	0	0
Sbene_G00121	0	0	2	0	8	0	6	0
Sbene_G00122	0	0	0	0	4	7	4	3
Sbene_G00123	0	0	0	0	0	0	0	0
Sbene_G00124	0	0	0	0	0	0	0	0
Sbene_G00125	0	0	0	0	0	0	0	0
Sbene_G00126	0	4	0	0	0	0	0	0
Sbene_G00127	0	0	0	0	0	0	0	0
Sbene_G00128	0	2	0	0	3	6	0	3
Sbene_G00132	0	0	0	0	0	0	0	0
Sbene_G00133	0	0	0	0	0	2	0	0
Sbene_G00134	0	0	0	0	0	0	0	0
Sbene_G00136	36	59	100	24	41	24	0	6
Sbene_G00137	0	0	0	0	0	0	0	0
Sbene_G00138	22	15	14	2	30	11	1	5
Sbene_G00139	0	2	0	1	0	3	0	0
Sbene_G00140	0	0	0	2	0	0	0	0
Sbene_G00141	0	0	0	0	0	0	0	0
Sbene_G00142	23	22	29	5	27	19	0	5
Sbene_G00143	1	0	0	0	0	0	3	4
Sbene_G00144	1	4	3	4	0	2	0	10
Sbene_G00145	0	2	0	9	0	8	0	1
Sbene_G00146	100	144	120	92	28	30	31	89
Sbene_G00147	40	38	0	40	15	45	2	2
Sbene_G00148	544	124	273	600	1668	722	119	108
Sbene_G00149	313	407	198	566	286	511	85	182
Sbene_G00152	18	97	9	110	44	146	4	92
Sbene_G00153	36	178	34	40	6	37	75	176
Sbene_G00154	36	10	7	18	72	18	0	3
Sbene_G00155	445	534	528	451	215	449	98	522
Sbene_G00157	2	11	0	36	5	15	0	1
Sbene_G00158	0	0	0	0	419	93	4	6
Sbene_G00159	1	4	0	14	1	149	0	1
Sbene_G00161	18	27	3	8	0	0	0	26
Sbene_G00162	0	3	0	0	0	5	0	0
Sbene_G00163	0	3	0	0	0	1	0	0
Sbene_G00164	0	0	0	0	124	19	1	0
Sbene_G00165	0	0	4	3	0	0	4	13
Sbene_G00166	0	0	0	0	0	0	0	0
Sbene_G00167	86	183	0	100	0	5	9	19
Sbene_G00168	0	0	0	0	135	63	0	0
Sbene_G00169	0	0	0	0	0	0	0	0
Sbene_G00170	0	0	0	0	2	0	0	0
Sbene_G00171	0	3	2	9	9	18	0	5
Sbene_G00173	2950	10198	847	5289	10400	7082	337	2187
Sbene_G00174	5	3	0	4	12	4	0	0
Sbene_G00177	0	0	0	0	0	0	0	0
Sbene_G00178	0	0	0	0	0	0	0	0
