GENE	P1	P1+N	P2	P2+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
Sbene_G00001	0	0	0	0	0	0	0	0
Sbene_G00004	2	0	0	0	0	0	0	0
Sbene_G00007	0	0	0	0	0	0	0	0
Sbene_G00008	0	0	4	0	0	0	0	4
Sbene_G00009	0	0	0	0	0	0	0	0
Sbene_G00010	4	12	0	3	12	4	2	3
Sbene_G00017	0	0	0	0	0	0	0	0
Sbene_G00019	0	0	0	0	0	0	0	0
Sbene_G00020	0	0	0	0	2	0	0	0
Sbene_G00025	0	0	0	0	0	0	0	0
Sbene_G00026	0	0	0	0	0	0	0	0
Sbene_G00028	0	11	10	2	0	18	1	2
Sbene_G00029	0	33	3	29	1	24	2	6
Sbene_G00030	0	2	0	2	7	42	0	5
Sbene_G00031	2	7	1	8	0	2	1	5
Sbene_G00032	0	5	0	11	0	6	0	6
Sbene_G00033	0	4	0	3	4	6	0	1
Sbene_G00036	0	0	0	0	0	0	2	0
Sbene_G00037	1	4	0	16	4	14	0	3
Sbene_G00038	0	0	0	0	0	0	0	0
Sbene_G00040	0	0	0	0	0	0	0	0
Sbene_G00042	0	0	0	0	0	0	0	0
Sbene_G00043	8	5	34	1	33	6	0	3
Sbene_G00044	0	0	0	3	21	3	7	0
Sbene_G00045	0	0	0	0	39	2	7	2
Sbene_G00046	7	0	2	0	0	0	17	0
Sbene_G00047	0	0	0	0	0	0	0	0
Sbene_G00048	0	0	0	0	0	0	0	0
Sbene_G00049	0	0	0	0	0	0	0	0
Sbene_G00050	0	0	0	0	0	0	0	0
Sbene_G00052	0	5	0	6	0	18	0	1
Sbene_G00053	0	3	13	11	9	25	0	1
Sbene_G00054	0	0	0	0	0	0	0	0
Sbene_G00055	0	0	0	0	0	0	0	0
Sbene_G00057	3	2	0	7	4	10	0	0
Sbene_G00060	0	0	0	0	0	0	0	0
Sbene_G00061	0	0	0	0	0	0	0	0
Sbene_G00062	0	0	0	0	0	0	0	0
Sbene_G00063	13	0	4	0	28	0	7	0
Sbene_G00064	0	0	0	0	0	0	0	0
Sbene_G00065	0	0	0	0	0	0	0	0
Sbene_G00066	0	0	0	0	0	8	0	0
Sbene_G00068	0	0	0	0	0	0	0	0
Sbene_G00069	0	0	0	0	0	0	0	0
Sbene_G00070	0	0	0	0	0	0	0	0
Sbene_G00073	3	0	1	0	0	0	2	0
Sbene_G00075	116	134	35	131	181	501	1	37
Sbene_G00078	0	0	0	6	0	0	0	4
Sbene_G00079	0	5	0	6	2	18	0	1
Sbene_G00080	0	0	0	0	0	0	0	0
Sbene_G00081	0	0	0	0	0	0	0	0
Sbene_G00082	0	0	0	0	0	0	0	0
Sbene_G00083	3	13	2	1	10	10	0	1
Sbene_G00085	13	9	0	1	2	0	0	3
Sbene_G00086	16	2	11	3	8	0	0	0
Sbene_G00087	0	0	0	0	0	0	0	0
Sbene_G00089	0	0	0	0	0	0	0	0
Sbene_G00091	1	0	0	1	0	0	1	1
Sbene_G00092	0	0	0	0	0	0	0	0
Sbene_G00093	0	0	0	0	0	0	0	0
Sbene_G00094	0	0	0	0	0	0	0	0
Sbene_G00095	0	0	0	0	0	0	0	0
Sbene_G00096	0	0	0	0	0	0	0	0
Sbene_G00097	0	0	0	0	0	0	0	0
Sbene_G00098	1	10	0	1	1	2	1	4
Sbene_G00101	0	0	0	0	0	0	2	0
Sbene_G00104	0	0	0	1	2	5	0	0
Sbene_G00106	0	0	0	0	0	2	0	0
Sbene_G00107	0	0	0	0	0	0	0	0
Sbene_G00108	0	0	0	0	0	0	0	0
Sbene_G00109	0	0	0	0	0	0	0	0
Sbene_G00110	0	0	0	0	0	0	0	0
Sbene_G00111	0	5	0	2	2	5	0	0
Sbene_G00112	879	601	78	706	874	603	28	399
Sbene_G00114	0	0	0	0	0	0	0	0
Sbene_G00115	0	0	0	0	0	0	0	0
Sbene_G00116	0	0	0	0	0	0	2	0
Sbene_G00117	0	0	0	0	0	0	0	0
Sbene_G00118	0	0	0	0	0	0	0	0
Sbene_G00120	0	0	0	0	0	0	0	0
Sbene_G00121	1	2	0	0	1	1	3	0
Sbene_G00122	0	0	0	0	4	0	0	0
Sbene_G00123	0	0	0	0	0	0	0	0
Sbene_G00124	0	0	0	0	0	0	0	0
Sbene_G00125	0	0	0	0	0	0	0	0
Sbene_G00126	0	2	1	1	0	0	0	4
Sbene_G00127	0	0	0	0	0	0	0	0
Sbene_G00128	0	12	0	10	27	26	0	5
Sbene_G00132	0	0	0	0	0	0	0	0
Sbene_G00133	0	0	0	0	2	2	2	0
Sbene_G00134	0	0	0	0	0	0	0	0
Sbene_G00136	32	35	5	2	7	3	1	1
Sbene_G00137	0	0	3	0	0	3	0	0
Sbene_G00138	54	126	4	1	88	59	13	15
Sbene_G00139	0	0	0	0	0	0	0	0
Sbene_G00140	0	0	0	0	0	0	0	0
Sbene_G00141	0	0	0	0	0	0	2	0
Sbene_G00142	38	89	43	9	52	34	0	3
Sbene_G00143	0	0	0	0	0	0	0	0
Sbene_G00144	2	2	0	1	0	1	0	2
Sbene_G00145	0	11	0	18	0	16	0	13
Sbene_G00146	7	18	10	2	0	2	1	10
Sbene_G00147	36	54	3	72	32	65	4	4
Sbene_G00148	425	77	114	309	1080	325	8	106
Sbene_G00149	203	292	232	542	205	384	88	128
Sbene_G00152	0	0	0	4	0	2	0	4
Sbene_G00153	6	24	1	1	1	3	6	16
Sbene_G00154	62	7	2	10	21	31	1	2
Sbene_G00155	212	242	120	88	75	147	36	176
Sbene_G00157	4	18	0	18	8	18	0	2
Sbene_G00158	0	0	0	0	16	2	0	0
Sbene_G00159	1	4	0	16	0	147	0	0
Sbene_G00161	7	9	1	5	0	0	1	15
Sbene_G00162	0	2	0	0	8	15	1	10
Sbene_G00163	4	2	0	0	0	0	0	0
Sbene_G00164	0	0	0	0	33	7	2	0
Sbene_G00165	2	0	0	0	0	0	0	2
Sbene_G00166	0	0	0	0	0	0	0	0
Sbene_G00167	84	180	1	79	3	8	4	33
Sbene_G00168	0	0	0	0	218	78	0	0
Sbene_G00169	0	0	0	0	0	0	0	0
Sbene_G00170	0	0	0	0	0	0	0	0
Sbene_G00171	9	33	7	10	23	34	13	15
Sbene_G00173	5697	7185	829	6687	12359	4938	889	524
Sbene_G00174	0	0	0	0	0	0	0	0
Sbene_G00177	0	0	0	0	0	0	0	0
Sbene_G00178	2	10	10	1	5	0	0	0
Sbene_G00183	0	0	0	0	0	0	0	0
Sbene_G00184	0	0	0	0	0	0	0	0
Sbene_G00185	0	75	0	3	0	54	0	36
Sbene_G00192	0	0	0	0	0	0	0	0
Sbene_G00194	0	0	0	0	0	0	0	0
Sbene_G00195	5	40	12	2	88	41	2	0
Sbene_G00196	37	25	56	2	171	27	6	6
Sbene_G00197	0	0	0	0	0	0	0	0
Sbene_G00199	0	0	0	0	0	0	0	0
Sbene_G00200	0	0	0	0	0	0	2	0
Sbene_G00201	0	0	0	0	0	0	0	0
Sbene_G00202	0	0	0	2	0	2	0	2
Sbene_G00203	0	0	0	0	2	0	0	0
Sbene_G00204	0	0	0	0	0	0	0	0
Sbene_G00205	0	0	0	0	0	0	0	0
Sbene_G00206	0	0	0	0	0	0	0	0
Sbene_G00207	0	0	0	0	0	0	0	0
Sbene_G00209	12	0	1	1	1266	63	94	9
Sbene_G00210	0	0	0	0	0	0	0	0
Sbene_G00211	4	0	2	2	0	2	0	0
Sbene_G00212	1	0	0	4	0	5	0	0
Sbene_G00213	0	0	0	0	0	0	0	0
Sbene_G00215	128	13	0	61	3	18	3	94
Sbene_G00216	0	0	0	0	0	0	1	1
Sbene_G00217	8	4	5	0	0	1	0	0
Sbene_G00218	0	0	0	0	0	0	0	0
Sbene_G00220	0	0	0	0	0	0	0	0
Sbene_G00221	0	0	0	0	0	0	0	0
Sbene_G00222	2	0	0	0	0	0	0	0
Sbene_G00223	1	1	1	1	0	0	0	2
Sbene_G00224	20	58	28	14	26	52	0	0
Sbene_G00225	29	76	4	9	70	79	6	63
Sbene_G00226	2	0	0	1	4	4	1	0
Sbene_G00227	2	0	0	8	20	8	0	0
Sbene_G00228	0	0	0	2	7	1	0	0
Sbene_G00229	35	13	39	17	258	67	0	1
Sbene_G00230	17	10	3	1	23	19	0	1
Sbene_G00231	0	0	0	0	0	0	0	0
Sbene_G00232	12	19	4	4	5	3	0	3
Sbene_G00233	0	0	0	0	0	0	0	0
Sbene_G00234	6	2	0	2	9	6	0	1
Sbene_G00235	0	0	0	0	0	0	0	0
Sbene_G00236	0	0	0	0	0	0	0	0
Sbene_G00237	0	2	0	0	4	0	0	0
Sbene_G00238	0	2	0	2	136	42	0	0
Sbene_G00239	0	0	0	0	0	0	0	0
Sbene_G00240	0	0	0	0	0	0	0	0
Sbene_G00241	0	10	12	30	17	38	1	8
Sbene_G00242	0	0	0	0	0	0	0	0
Sbene_G00243	0	0	0	0	2	0	0	0
Sbene_G00244	0	0	0	0	0	0	0	0
Sbene_G00250	0	0	0	0	0	0	0	0
Sbene_G00251	0	0	0	0	0	0	0	0
Sbene_G00252	0	0	0	0	0	0	0	0
Sbene_G00253	1	0	0	0	0	0	1	0
Sbene_G00254	0	0	0	0	0	0	0	0
Sbene_G00255	0	0	0	0	0	0	0	0
Sbene_G00257	0	0	0	0	0	0	0	0
Sbene_G00258	0	0	0	0	0	0	0	0
Sbene_G00259	0	0	0	0	0	0	0	0
Sbene_G00260	0	0	0	1	0	1	0	0
Sbene_G00261	1	5	0	0	6	2	0	0
Sbene_G00262	0	0	0	0	0	0	0	0
Sbene_G00263	0	0	0	0	0	0	0	0
Sbene_G00264	1	9	0	0	0	0	0	0
Sbene_G00265	1	10	23	12	17	19	6	2
Sbene_G00269	0	0	0	0	0	0	0	0
Sbene_G00270	0	0	0	0	0	0	0	0
