GENE	P1	P1+N	P2	P2+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
Sbene_G00001	0	0	0	0	0	0	0	0
Sbene_G00004	0	0	0	0	0	0	0	0
Sbene_G00007	1073	45	894	651	436	471	92	190
Sbene_G00008	1	0	1	4	0	0	4	12
Sbene_G00009	2	54	9	22	22	9	41	183
Sbene_G00010	51	90	16	31	119	74	4	13
Sbene_G00017	0	0	0	0	0	0	0	0
Sbene_G00019	0	0	0	0	0	0	0	0
Sbene_G00020	0	0	0	0	0	0	0	0
Sbene_G00025	0	0	0	0	0	0	0	0
Sbene_G00026	0	0	0	0	0	0	0	0
Sbene_G00028	0	5	12	8	0	1	0	0
Sbene_G00029	2	1	0	12	0	3	0	0
Sbene_G00030	0	0	0	0	0	10	0	0
Sbene_G00031	0	4	4	6	2	0	1	3
Sbene_G00032	0	2	0	0	0	2	0	2
Sbene_G00033	0	0	0	0	0	0	0	0
Sbene_G00036	5	5	13	64	5	4	7	11
Sbene_G00037	0	0	0	0	0	0	0	0
Sbene_G00038	0	0	0	0	0	0	2	0
Sbene_G00040	1	129	0	87	0	6	0	75
Sbene_G00042	0	0	0	0	0	0	0	0
Sbene_G00043	4	7	12	1	25	0	0	5
Sbene_G00044	0	0	0	0	2	2	0	0
Sbene_G00045	0	0	0	0	5	1	4	0
Sbene_G00046	4	0	0	0	0	0	10	0
Sbene_G00047	0	0	0	0	0	0	0	0
Sbene_G00048	0	0	0	0	0	0	0	0
Sbene_G00049	0	0	0	0	0	0	0	0
Sbene_G00050	0	0	0	0	0	0	0	0
Sbene_G00052	0	20	0	15	0	19	0	12
Sbene_G00053	0	2	0	0	0	2	0	0
Sbene_G00054	0	0	0	0	0	0	0	0
Sbene_G00055	0	0	0	0	0	0	0	0
Sbene_G00057	2	12	0	0	2	12	0	0
Sbene_G00060	0	0	0	0	0	0	0	0
Sbene_G00061	0	0	0	0	0	0	0	0
Sbene_G00062	0	0	0	0	0	0	0	0
Sbene_G00063	0	0	0	0	0	0	0	0
Sbene_G00064	0	0	0	0	0	0	0	0
Sbene_G00065	0	0	0	0	0	0	0	0
Sbene_G00066	0	0	0	0	0	0	0	0
Sbene_G00068	0	0	0	0	0	0	6	0
Sbene_G00069	0	0	0	0	0	0	0	0
Sbene_G00070	0	4	0	0	0	0	0	0
Sbene_G00073	4	38	154	312	7	96	566	523
Sbene_G00075	9	107	37	202	77	528	8	30
Sbene_G00078	0	2	0	8	0	0	0	0
Sbene_G00079	0	4	0	0	0	6	0	0
Sbene_G00080	0	0	0	0	0	0	0	0
Sbene_G00081	0	0	0	0	0	0	0	0
Sbene_G00082	0	0	0	0	0	0	0	0
Sbene_G00083	48	152	34	48	84	92	2	34
Sbene_G00085	82	37	37	45	12	20	0	21
Sbene_G00086	0	0	0	0	0	0	0	0
Sbene_G00087	0	0	0	0	0	0	0	0
Sbene_G00089	0	0	0	0	0	0	0	0
Sbene_G00091	0	2	6	20	0	0	0	50
Sbene_G00092	0	8	0	0	0	4	0	0
Sbene_G00093	0	0	0	0	0	0	0	0
Sbene_G00094	0	0	0	0	0	0	0	0
Sbene_G00095	0	0	0	0	0	0	0	0
Sbene_G00096	0	0	0	0	0	0	0	0
Sbene_G00097	0	0	0	0	0	0	0	0
Sbene_G00098	0	0	0	0	0	0	0	0
Sbene_G00101	0	0	0	0	0	0	0	0
Sbene_G00104	0	0	3	7	4	14	0	0
Sbene_G00106	0	0	0	2	0	0	2	0
Sbene_G00107	0	0	1	0	1	0	0	0
Sbene_G00108	0	0	0	0	0	0	0	0
Sbene_G00109	0	0	0	0	0	0	0	0
Sbene_G00110	0	0	0	0	2	0	0	0
Sbene_G00111	0	0	0	0	0	0	2	0
Sbene_G00112	9	12	18	147	48	110	19	47
Sbene_G00114	0	0	0	0	0	0	0	0
Sbene_G00115	0	0	0	0	0	0	0	0
Sbene_G00116	0	0	0	0	0	0	0	0
Sbene_G00117	0	0	0	0	0	0	0	0
Sbene_G00118	0	0	0	0	0	0	0	0
Sbene_G00120	91	94	71	245	15	8	40	512
Sbene_G00121	4	0	4	0	17	4	1	4
Sbene_G00122	0	0	0	0	1	1	0	0
Sbene_G00123	0	0	0	0	0	0	2	0
Sbene_G00124	0	0	0	0	0	0	0	0
Sbene_G00125	0	0	0	0	0	0	0	0
Sbene_G00126	0	0	0	0	0	0	0	0
Sbene_G00127	0	0	0	0	0	0	0	0
Sbene_G00128	0	4	0	0	0	0	0	0
Sbene_G00132	0	0	0	0	0	0	0	0
Sbene_G00133	0	0	0	0	0	6	0	0
Sbene_G00134	0	0	0	0	0	0	0	0
Sbene_G00136	37	0	49	5	19	1	1	2
Sbene_G00137	0	0	1	1	0	0	0	0
Sbene_G00138	20	8	38	0	54	6	8	6
Sbene_G00139	0	0	0	0	0	0	0	0
Sbene_G00140	0	0	0	0	0	0	0	0
Sbene_G00141	0	0	0	0	0	0	0	0
Sbene_G00142	4	9	24	6	11	6	0	2
Sbene_G00143	0	0	0	0	0	0	2	2
Sbene_G00144	0	0	6	23	1	3	2	5
Sbene_G00145	0	2	0	0	0	2	0	0
Sbene_G00146	2	47	91	70	2	17	17	76
Sbene_G00147	0	17	3	15	10	12	4	3
Sbene_G00148	251	27	233	771	810	888	116	174
Sbene_G00149	84	177	218	296	179	180	60	98
Sbene_G00152	3	24	0	2	0	18	0	15
Sbene_G00153	14	31	6	7	0	15	20	35
Sbene_G00154	22	1	6	1	39	5	0	0
Sbene_G00155	38	167	130	137	66	198	96	362
Sbene_G00157	0	0	0	13	0	1	0	2
Sbene_G00158	0	0	0	0	424	152	3	13
Sbene_G00159	0	6	0	2	0	112	0	0
Sbene_G00161	14	33	0	10	0	0	0	9
Sbene_G00162	0	0	0	3	2	5	2	0
Sbene_G00163	0	0	0	0	0	0	0	0
Sbene_G00164	0	0	0	0	7	13	0	0
Sbene_G00165	9	0	0	0	0	0	0	19
Sbene_G00166	0	0	0	0	0	0	0	0
Sbene_G00167	27	4	4	44	0	0	12	13
Sbene_G00168	0	0	0	0	12	22	0	0
Sbene_G00169	0	0	0	0	0	0	0	0
Sbene_G00170	0	0	0	0	0	0	0	0
Sbene_G00171	1	1	1	2	0	0	3	4
Sbene_G00173	1588	14842	3821	7792	15739	6000	58	5330
Sbene_G00174	3	2	0	2	5	0	1	1
Sbene_G00177	0	0	0	0	0	0	0	0
Sbene_G00178	0	0	0	0	0	0	0	0
