GENE	P1	P1+N	P2	P2+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
Sbene_G00001	0	0	0	0	0	0	0	0
Sbene_G00004	0	0	0	0	0	0	0	0
Sbene_G00007	0	0	0	0	0	0	0	2
Sbene_G00008	0	0	0	0	0	0	0	0
Sbene_G00009	0	0	0	0	0	0	0	0
Sbene_G00010	1	10	5	2	9	11	1	3
Sbene_G00017	0	0	0	0	0	0	0	0
Sbene_G00019	0	0	0	0	0	0	0	0
Sbene_G00020	0	0	0	0	10	0	0	0
Sbene_G00025	0	0	0	0	0	0	0	0
Sbene_G00026	0	0	0	0	0	0	0	0
Sbene_G00028	0	18	14	9	0	14	0	9
Sbene_G00029	0	33	8	66	0	28	0	5
Sbene_G00030	0	5	0	4	20	73	0	10
Sbene_G00031	4	8	7	15	0	6	4	2
Sbene_G00032	0	2	0	15	0	6	0	5
Sbene_G00033	0	0	0	0	0	2	0	0
Sbene_G00036	12	1	0	6	1	0	5	3
Sbene_G00037	3	13	1	20	2	18	0	15
Sbene_G00038	0	0	0	0	0	0	0	0
Sbene_G00040	0	0	0	0	0	0	0	0
Sbene_G00042	0	0	0	0	0	0	0	0
Sbene_G00043	18	13	80	4	49	8	13	9
Sbene_G00044	0	3	0	1	7	2	3	0
Sbene_G00045	0	0	0	0	33	1	14	0
Sbene_G00046	1	0	0	0	0	0	13	0
Sbene_G00047	0	0	0	0	0	0	0	0
Sbene_G00048	0	0	0	0	0	0	0	0
Sbene_G00049	0	0	0	0	0	0	0	0
Sbene_G00050	0	0	0	0	0	0	0	0
Sbene_G00052	0	19	0	26	0	62	0	13
Sbene_G00053	4	5	3	4	16	8	0	8
Sbene_G00054	0	0	0	0	0	0	0	0
Sbene_G00055	0	0	0	0	0	0	0	0
Sbene_G00057	10	32	1	25	21	41	0	0
Sbene_G00060	0	0	0	0	0	0	2	0
Sbene_G00061	0	0	0	0	0	0	0	0
Sbene_G00062	0	0	0	0	0	0	0	0
Sbene_G00063	1	2	2	4	9	0	2	2
Sbene_G00064	0	0	0	0	0	0	0	0
Sbene_G00065	0	0	0	0	0	0	0	0
Sbene_G00066	0	0	0	0	0	0	0	0
Sbene_G00068	0	0	0	0	0	0	0	0
Sbene_G00069	0	0	0	0	0	0	0	0
Sbene_G00070	0	0	0	0	0	0	0	0
Sbene_G00073	0	0	0	4	0	0	0	10
Sbene_G00075	74	93	70	257	238	506	6	56
Sbene_G00078	0	1	0	6	0	1	0	8
Sbene_G00079	0	7	0	0	13	27	0	1
Sbene_G00080	0	0	0	0	0	0	0	0
Sbene_G00081	0	0	0	0	0	0	0	0
Sbene_G00082	0	0	0	0	0	0	0	0
Sbene_G00083	13	8	13	9	24	10	1	4
Sbene_G00085	35	43	16	36	4	15	0	9
Sbene_G00086	0	1	0	0	0	1	0	0
Sbene_G00087	0	0	0	0	0	0	0	0
Sbene_G00089	0	0	0	0	0	0	0	0
Sbene_G00091	0	0	0	0	0	0	0	4
Sbene_G00092	0	0	0	0	0	0	0	0
Sbene_G00093	0	0	0	0	0	0	0	0
Sbene_G00094	0	0	0	0	0	0	0	0
Sbene_G00095	0	0	0	0	0	0	0	0
Sbene_G00096	0	0	0	0	0	0	0	0
Sbene_G00097	0	0	0	0	0	0	0	0
Sbene_G00098	8	0	0	0	0	0	0	0
Sbene_G00101	0	0	0	0	0	0	0	0
Sbene_G00104	0	1	0	1	15	13	0	0
Sbene_G00106	0	0	0	0	4	8	0	0
Sbene_G00107	0	0	0	0	0	0	0	4
Sbene_G00108	0	0	0	0	0	0	0	0
Sbene_G00109	0	0	0	0	0	0	0	0
Sbene_G00110	0	0	0	0	0	0	0	0
Sbene_G00111	0	4	0	2	0	6	0	0
Sbene_G00112	457	419	76	782	538	435	43	314
Sbene_G00114	0	0	0	0	0	0	0	0
Sbene_G00115	0	0	0	0	0	0	0	0
Sbene_G00116	0	0	0	0	0	0	0	0
Sbene_G00117	0	0	0	0	0	0	0	0
Sbene_G00118	0	0	0	0	0	0	0	0
Sbene_G00120	0	0	0	0	0	0	0	0
Sbene_G00121	0	0	2	0	2	0	0	0
Sbene_G00122	0	0	0	0	10	3	3	4
Sbene_G00123	0	0	0	0	0	0	0	0
Sbene_G00124	0	0	0	0	0	0	0	0
Sbene_G00125	0	0	0	0	0	0	0	0
Sbene_G00126	0	0	0	0	0	0	0	0
Sbene_G00127	0	0	0	0	0	0	0	0
Sbene_G00128	0	38	0	45	46	22	0	9
Sbene_G00132	0	0	0	0	0	0	0	0
Sbene_G00133	0	0	0	0	4	0	0	0
Sbene_G00134	0	0	0	0	0	0	0	0
Sbene_G00136	43	49	209	13	29	16	1	0
Sbene_G00137	0	0	3	15	0	0	0	0
Sbene_G00138	3	8	4	0	14	5	0	0
Sbene_G00139	0	0	0	0	0	0	0	0
Sbene_G00140	0	0	0	0	0	0	0	0
Sbene_G00141	0	0	0	0	0	0	0	0
Sbene_G00142	51	62	163	36	109	53	2	10
Sbene_G00143	1	0	0	0	0	0	2	1
Sbene_G00144	0	0	0	0	0	0	0	0
Sbene_G00145	0	30	0	28	0	41	0	19
Sbene_G00146	37	72	80	30	15	10	22	36
Sbene_G00147	73	98	0	119	54	91	7	10
Sbene_G00148	496	140	200	451	1304	581	79	131
Sbene_G00149	288	397	152	421	204	381	69	150
Sbene_G00152	37	81	5	93	39	149	3	83
Sbene_G00153	1	23	0	13	0	19	10	34
Sbene_G00154	82	8	15	23	76	52	0	0
Sbene_G00155	395	500	387	302	178	297	53	394
Sbene_G00157	6	5	0	52	6	17	0	2
Sbene_G00158	0	0	0	0	2	0	0	0
Sbene_G00159	2	8	0	49	0	332	1	6
Sbene_G00161	6	30	7	11	0	3	1	38
Sbene_G00162	0	4	0	7	10	18	2	1
Sbene_G00163	0	0	0	0	0	0	0	0
Sbene_G00164	9	0	1	1	140	21	10	0
Sbene_G00165	0	5	2	4	0	0	1	20
Sbene_G00166	0	0	0	0	0	0	0	0
Sbene_G00167	89	227	1	135	4	8	14	18
Sbene_G00168	0	0	0	0	150	46	0	0
Sbene_G00169	0	0	0	0	0	0	0	0
Sbene_G00170	0	0	0	0	0	0	0	0
Sbene_G00171	2	11	14	22	8	44	7	22
Sbene_G00173	1175	3307	295	1879	4061	2418	203	794
Sbene_G00174	0	0	0	0	0	0	0	0
Sbene_G00177	0	0	0	0	0	0	0	0
Sbene_G00178	0	0	0	0	0	0	0	0
