GENE	P1	P1+N	P2	P2+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
Sbene_G00183	0	0	0	0	0	0	0	0
Sbene_G00184	0	1	2	4	1	2	5	9
Sbene_G00185	0	1	0	4	0	26	2	17
Sbene_G00192	0	0	0	0	0	0	0	0
Sbene_G00194	0	0	0	0	1	1	0	0
Sbene_G00195	63	15	96	8	296	58	0	0
Sbene_G00196	93	31	133	9	148	18	3	7
Sbene_G00197	2	0	2	0	2	0	0	0
Sbene_G00199	0	0	0	0	0	0	0	0
Sbene_G00200	0	0	0	0	0	0	0	0
Sbene_G00201	0	0	0	0	0	0	0	0
Sbene_G00202	284	572	166	749	420	1318	219	364
Sbene_G00203	0	0	0	0	3	3	0	0
Sbene_G00204	0	0	0	0	0	2	0	0
Sbene_G00205	0	0	0	0	0	0	2	0
Sbene_G00206	0	0	0	0	0	0	0	0
Sbene_G00207	0	0	0	0	0	0	0	0
Sbene_G00209	7	2	2	2	726	49	91	1
Sbene_G00210	0	0	2	6	0	48	0	0
Sbene_G00211	2	3	39	26	5	5	6	6
Sbene_G00212	0	0	0	0	0	0	0	0
Sbene_G00213	0	0	0	0	0	0	4	0
Sbene_G00215	0	0	0	0	0	1	0	1
Sbene_G00216	0	0	0	0	0	0	0	2
Sbene_G00217	0	0	5	3	2	0	0	0
Sbene_G00218	0	0	0	0	0	0	0	0
Sbene_G00220	0	0	0	0	0	0	0	0
Sbene_G00221	0	0	0	0	0	0	0	0
Sbene_G00222	0	0	0	0	0	0	0	0
Sbene_G00223	55	160	319	149	58	128	78	303
Sbene_G00224	54	60	57	78	34	107	0	0
Sbene_G00225	4	5	25	78	33	65	1	67
Sbene_G00226	2	3	7	10	15	45	2	4
Sbene_G00227	1	0	0	12	41	40	0	0
Sbene_G00228	36	45	7	16	25	19	10	12
Sbene_G00229	9	4	16	0	74	21	0	0
Sbene_G00230	0	0	0	0	2	0	0	0
Sbene_G00231	0	0	0	0	0	0	0	0
Sbene_G00232	20	1	9	7	7	2	0	0
Sbene_G00233	0	0	0	0	0	0	0	0
Sbene_G00234	0	0	0	1	0	1	0	0
Sbene_G00235	0	1	0	3	16	79	0	1
Sbene_G00236	0	0	0	0	0	0	0	0
Sbene_G00237	0	0	2	0	2	0	0	0
Sbene_G00238	0	0	0	0	14	10	0	0
Sbene_G00239	0	0	0	0	0	0	0	0
Sbene_G00240	0	0	0	0	0	0	0	0
Sbene_G00241	0	0	0	0	0	0	0	0
Sbene_G00242	0	0	0	0	0	0	0	0
Sbene_G00243	0	0	0	0	0	0	0	0
Sbene_G00244	0	0	0	0	0	0	0	0
Sbene_G00250	0	0	0	0	0	0	0	0
Sbene_G00251	0	0	0	0	0	0	0	0
Sbene_G00252	0	0	0	0	0	0	0	0
Sbene_G00253	0	0	0	0	0	0	0	0
Sbene_G00254	0	0	0	0	0	0	0	0
Sbene_G00255	0	0	0	0	0	0	0	0
Sbene_G00257	0	0	0	0	0	0	0	0
Sbene_G00258	0	0	0	0	0	0	0	0
Sbene_G00259	0	0	0	0	0	0	0	0
Sbene_G00260	7	16	19	54	7	21	3	41
Sbene_G00261	7	18	10	28	96	74	0	7
Sbene_G00262	0	0	0	0	0	0	0	0
Sbene_G00263	0	0	0	0	0	0	0	0
Sbene_G00264	0	0	0	0	0	0	0	0
Sbene_G00265	4	3	60	17	66	42	0	0
Sbene_G00269	0	0	0	0	0	0	0	0
Sbene_G00270	0	0	0	0	0	0	0	0
Sbene_G00273	0	0	0	0	0	0	0	0
Sbene_G00274	2	2	6	4	9	5	0	2
Sbene_G00275	0	0	0	0	0	0	0	0
Sbene_G00276	5	3	27	65	44	46	9	23
Sbene_G00277	0	2	3	8	5	6	0	4
Sbene_G00278	0	4	2	4	2	5	0	3
Sbene_G00279	0	0	0	0	0	0	0	0
Sbene_G00280	0	0	0	0	0	0	0	0
Sbene_G00281	0	0	0	0	0	0	0	0
Sbene_G00282	0	0	0	0	0	0	0	0
Sbene_G00283	0	0	0	0	0	0	0	0
Sbene_G00284	0	0	0	0	0	0	0	0
Sbene_G00285	11	13	1	19	0	5	0	13
Sbene_G00286	0	0	0	4	0	0	0	0
Sbene_G00287	2	0	0	0	0	0	0	0
Sbene_G00288	0	0	0	0	0	0	2	0
Sbene_G00289	10	9	3	5	21	11	1	4
Sbene_G00290	0	0	1	0	0	0	0	1
Sbene_G00292	0	0	2	4	0	21	0	3
Sbene_G00295	0	0	0	0	0	0	0	0
Sbene_G00296	2	0	1	1	2204	2152	0	0
Sbene_G00297	0	6	0	2	28	53	3	16
Sbene_G00298	1196	145	1307	28	7383	531	0	0
Sbene_G00299	54	7	34	1	182	59	0	3
Sbene_G00300	2	0	0	1	61	20	0	0
Sbene_G00302	0	0	0	0	0	0	0	0
Sbene_G00303	386	530	260	173	1197	854	17	215
Sbene_G00304	164	7	7	8	247	97	52	38
Sbene_G00305	438	156	7	3	1737	527	83	229
Sbene_G00306	0	2	0	0	98	49	18	9
Sbene_G00307	201	84	75	46	322	274	2	4
Sbene_G00308	140	120	69	207	252	411	14	3
Sbene_G00309	0	0	0	4	16	8	0	0
Sbene_G00310	1	0	1	1	8	7	0	0
Sbene_G00311	0	5	24	1	43	39	3	1
Sbene_G00312	0	0	0	0	6	2	0	0
Sbene_G00313	0	0	0	0	0	0	0	0
Sbene_G00314	94	218	24	0	31	48	44	133
Sbene_G00315	3	6	31	16	2	1	2	5
Sbene_G00316	0	0	0	0	0	0	0	0
Sbene_G00317	0	0	0	0	0	0	0	0
Sbene_G00318	0	0	0	0	0	0	0	0
Sbene_G00319	0	0	0	0	0	0	0	0
Sbene_G00320	0	0	0	0	0	0	0	0
Sbene_G00321	2	2	2	1	4	11	0	0
Sbene_G00322	2	0	2	0	7	15	0	0
Sbene_G00323	1	4	0	0	1	0	0	0
Sbene_G00324	0	0	0	0	0	0	0	0
Sbene_G00325	0	0	0	0	0	0	0	0
Sbene_G00326	0	0	0	0	0	0	0	0
Sbene_G00327	0	0	0	0	0	0	0	0
Sbene_G00328	0	0	1	0	12	7	0	0
Sbene_G00329	0	0	0	0	0	0	0	0
Sbene_G00331	23	40	25	8	36	6	13	1
Sbene_G00334	1	39	22	3	232	107	0	60
Sbene_G00336	967	245	952	218	470	400	9	29
Sbene_G00340	0	0	0	0	0	0	0	0
Sbene_G00342	1	1	0	0	2	0	0	0
Sbene_G00346	0	0	0	0	0	0	0	0
Sbene_G00349	17	3	7	15	15	5	0	0
Sbene_G00350	0	0	0	0	0	0	0	0
Sbene_G00351	0	0	0	0	0	0	0	0
Sbene_G00352	8	4	16	28	24	47	2	3
Sbene_G00353	0	1	2	5	5	19	4	2
Sbene_G00354	10	28	60	7	207	101	11	4
Sbene_G00355	1	0	0	1	30	38	0	0
Sbene_G00356	0	0	0	0	0	0	0	0
Sbene_G00357	0	0	4	35	6	17	0	0
Sbene_G00358	71	49	48	13	529	160	0	2
Sbene_G00359	3	2	29	6	5	16	1	2
Sbene_G00360	26	7	14	17	42	36	3	1
Sbene_G00361	33	0	0	8	13	0	0	2
Sbene_G00362	39	80	11	70	27	86	6	41
Sbene_G00363	0	0	0	0	0	0	0	0
Sbene_G00365	15	9	28	4	83	24	0	1
Sbene_G00367	0	0	0	0	0	0	0	0
Sbene_G00368	0	0	0	0	0	0	0	0
Sbene_G00369	1	0	4	0	20	3	2	0
Sbene_G00370	0	0	0	0	0	0	0	0
Sbene_G00371	0	0	0	0	0	0	0	0
Sbene_G00372	20	22	16	17	90	102	1	8
Sbene_G00375	1281	108	330	366	628	230	385	2
Sbene_G00378	6	4	2	31	219	108	28	10
Sbene_G00379	55	1	35	4	394	124	14	25
Sbene_G00380	0	0	0	2	3	5	6	0
Sbene_G00381	0	0	0	0	1172	542	0	10
Sbene_G00385	0	0	0	0	0	0	0	0
Sbene_G00386	0	0	0	0	0	0	0	0
Sbene_G00387	0	0	0	0	0	0	0	0
Sbene_G00388	3	3	8	0	15	6	5	0
Sbene_G00390	0	4	2	5	20	0	19	2
Sbene_G00393	8	1	2	0	258	15	5	11
Sbene_G00394	0	0	0	2	0	0	0	0
Sbene_G00395	0	0	0	0	0	0	0	0
Sbene_G00396	2	2	56	52	235	84	6	9
Sbene_G00397	0	0	0	0	0	0	0	0
Sbene_G00398	0	0	1	0	65	10	0	0
Sbene_G00399	0	0	0	0	0	0	0	0
Sbene_G00400	1	4	15	0	5	6	12	1
Sbene_G00401	0	0	0	0	471	69	36	0
Sbene_G00402	0	6	1	2	68	45	0	0
Sbene_G00403	134	162	121	95	855	702	46	31
Sbene_G00404	0	0	0	0	0	0	0	0
Sbene_G00406	16	8	0	4	0	1	0	1
Sbene_G00407	3	0	2	1	1	2	1	6
Sbene_G00408	0	0	0	0	0	0	0	0
Sbene_G00409	0	0	0	0	0	0	0	0
Sbene_G00410	4	0	7	10	52	26	2	1
Sbene_G00412	4	0	0	0	2	0	0	0
Sbene_G00413	0	0	0	0	0	0	0	0
Sbene_G00415	21	43	4	9	177	112	22	0
Sbene_G00416	0	0	1	1	0	2	0	0
Sbene_G00417	0	0	0	0	0	0	0	0
Sbene_G00418	0	0	0	0	19	21	0	2
Sbene_G00421	0	0	0	0	0	0	0	0
Sbene_G00422	0	0	6	6	0	2	2	4
Sbene_G00424	0	0	0	1	0	3	0	0
Sbene_G00425	0	0	0	0	2	0	0	0
Sbene_G00426	0	1	0	3	45	64	0	7
Sbene_G00427	0	0	0	0	0	0	0	0
Sbene_G00429	0	0	0	0	0	0	0	0
Sbene_G00430	0	0	0	0	2	0	0	0
Sbene_G00431	0	0	0	0	2	0	0	0
Sbene_G00432	0	0	0	0	0	0	0	0
Sbene_G00433	4	0	241	111	810	192	38	56
Sbene_G00434	7	0	0	0	11	31	1	22
Sbene_G00435	0	0	0	0	3268	229	21	2
Sbene_G00436	33	7	31	30	200	94	15	12
Sbene_G00438	0	0	0	0	0	0	2	0
Sbene_G00439	0	0	0	0	0	1	1	0
Sbene_G00440	0	0	0	0	0	0	0	0
Sbene_G00441	0	0	0	0	59	7	0	0
Sbene_G00443	0	0	0	0	0	0	0	0
Sbene_G00444	0	0	0	0	0	0	0	0
Sbene_G00445	0	0	0	1	0	0	1	0
Sbene_G00446	0	0	2	0	0	0	0	0
Sbene_G00447	0	0	0	0	0	0	0	0
Sbene_G00448	0	0	0	0	0	0	0	0
Sbene_G00449	0	0	0	0	0	0	0	0
Sbene_G00450	0	0	0	0	0	0	0	0
Sbene_G00451	0	3	0	0	27	58	0	0
Sbene_G00452	0	0	0	0	0	0	0	0
Sbene_G00453	0	0	0	0	0	0	0	0
Sbene_G00456	5	3	0	8	64	12	36	8
Sbene_G00457	83	60	31	187	103	157	15	180
Sbene_G00458	88	89	6	3	16	47	0	83
Sbene_G00459	2001	1763	1340	1157	221	96	1318	2404
Sbene_G00460	1042	69	13335	686	14139	2271	839	33
Sbene_G00462	0	0	1	0	0	0	1	0
Sbene_G00463	30	1	26	42	133	101	1	18
Sbene_G00464	0	0	0	0	10	4	18	6
Sbene_G00465	12	10	8	51	54	70	17	14
Sbene_G00466	29	13	287	64	155	99	18	15
Sbene_G00467	2	0	5	2	22	6	0	1
Sbene_G00468	0	0	0	0	0	0	0	0
Sbene_G00469	5	1	0	0	0	0	2	0
Sbene_G00470	0	0	0	0	0	0	0	0
Sbene_G00471	0	0	0	0	0	0	0	0
Sbene_G00473	4	0	24	20	103	99	2	12
Sbene_G00474	0	0	0	0	0	0	0	0
Sbene_G00477	0	0	1	0	1	0	0	0
Sbene_G00479	2	0	2	0	0	0	0	0
Sbene_G00480	0	0	0	0	2	0	4	0
Sbene_G00482	0	0	0	0	0	0	0	0
Sbene_G00483	6	2	79	6	159	25	7	8
Sbene_G00484	139	69	159	111	474	859	67	38
Sbene_G00485	0	0	17	40	219	30	81	1
Sbene_G00488	0	0	0	0	165	57	0	0
Sbene_G00489	12	0	34	1	622	262	0	1
Sbene_G00490	484	226	2286	684	3395	1275	1	15
Sbene_G00491	21	27	19	86	166	204	2	21
Sbene_G00494	0	2	4	2	17	5	2	0
Sbene_G00496	14	20	1	6	6	10	9	8
Sbene_G00497	29	11	16	3	24	18	25	4
Sbene_G00498	0	7	0	1	107	40	19	24
Sbene_G00499	94	8	0	1	67	35	2	1
Sbene_G00500	93	0	21	4	113	42	32	1
Sbene_G00501	0	0	0	0	0	0	0	0
Sbene_G00505	1	1	0	4	22	6	0	2
Sbene_G00508	0	4	2	0	2	0	2	0
Sbene_G00509	0	0	0	0	0	0	0	0
Sbene_G00510	0	0	0	0	0	0	0	0
Sbene_G00511	0	0	0	0	0	0	0	0
Sbene_G00512	660	28	667	302	1719	210	145	7
Sbene_G00513	30	16	33	10	107	79	57	14
Sbene_G00516	0	0	0	0	2	0	0	0
Sbene_G00517	0	0	0	0	0	0	0	0
Sbene_G00518	0	0	1	0	38	15	4	0
Sbene_G00519	62	13	34	10	105	37	66	5
Sbene_G00520	2	1	2	2	0	0	7	0
Sbene_G00521	0	0	3	3	11	5	10	0
Sbene_G00523	0	0	0	0	0	0	0	0
Sbene_G00524	18	2	2	0	0	0	0	0
Sbene_G00525	32	0	1	9	2	3	14	1
Sbene_G00526	105	12	8	20	197	65	3	22
Sbene_G00527	40	4	14	2	75	9	10	2
Sbene_G00528	0	0	2	0	127	11	50	0
Sbene_G00529	25	5	4	6	79	2	65	4
Sbene_G00530	0	0	0	0	0	0	0	0
Sbene_G00531	0	0	0	0	0	0	0	0
Sbene_G00533	50	1	15	3	4	1	34	6
Sbene_G00534	0	0	0	0	0	0	0	0
Sbene_G00535	4	0	16	0	202	29	47	4
Sbene_G00536	97	5	87	23	373	56	26	5
Sbene_G00537	0	0	0	0	108	23	79	2
Sbene_G00538	0	0	0	0	10	2	0	0
Sbene_G00539	0	0	0	0	0	0	0	0
Sbene_G00540	14	18	51	0	298	35	3	1
Sbene_G00542	0	0	0	0	0	0	0	0
Sbene_G00543	0	0	0	0	0	0	0	0
Sbene_G00544	0	0	0	0	0	0	0	0
Sbene_G00545	0	0	0	0	0	0	0	0
Sbene_G00547	60	1	178	4	30	2	17	4
Sbene_G00548	0	1	0	10	0	14	0	3
Sbene_G00549	1	0	0	1	12	1	25	0
Sbene_G00550	0	0	0	0	0	0	2	0
Sbene_G00552	0	0	0	0	0	2	0	0
Sbene_G00553	0	0	0	0	0	0	0	0
Sbene_G00555	0	0	0	0	0	0	4	0
Sbene_G00556	0	0	2	0	2	0	0	4
Sbene_G00557	0	0	0	0	0	0	0	0
Sbene_G00560	0	0	0	0	0	2	0	0
Sbene_G00561	0	0	0	0	0	0	0	0
Sbene_G00562	0	0	0	0	0	0	0	0
Sbene_G00564	0	0	0	0	0	0	0	0
Sbene_G00565	0	0	0	0	0	0	0	0
Sbene_G00566	0	0	0	0	0	0	0	0
Sbene_G00567	0	0	0	0	0	1	1	0
Sbene_G00568	0	0	0	0	4	0	0	0
Sbene_G00569	0	28	0	30	1193	4209	0	0
Sbene_G00570	0	1	23	6	61	49	0	0
Sbene_G00571	0	0	0	0	0	0	0	0
Sbene_G00572	0	0	4	2	2	4	0	4
Sbene_G00573	0	0	0	0	13	7	4	0
Sbene_G00576	7	16	17	33	6	85	9	21
Sbene_G00578	0	0	0	0	0	0	0	0
Sbene_G00579	0	0	0	0	0	0	0	0
Sbene_G00580	0	0	0	0	0	0	0	0
Sbene_G00582	0	0	0	0	0	0	0	0
Sbene_G00583	5	10	2	0	6	7	1	1
Sbene_G00585	0	0	0	0	0	0	0	0
Sbene_G00586	0	0	0	0	0	0	0	0
Sbene_G00588	0	1	60	2	1054	207	29	5
Sbene_G00589	11	53	432	455	1298	1080	0	1
Sbene_G00591	0	0	0	0	0	0	0	0
Sbene_G00592	0	0	0	0	0	0	0	0
Sbene_G00593	0	0	0	1	0	0	0	1
Sbene_G00594	4	1	4	2	0	3	0	0
Sbene_G00595	0	0	0	1	0	5	0	0
Sbene_G00596	0	0	0	0	0	0	0	0
Sbene_G00597	0	0	0	0	0	0	0	0
Sbene_G00598	0	0	0	0	0	0	0	0
Sbene_G00601	21	8	0	22	8	17	0	4
Sbene_G00602	13	13	45	7	78	40	19	7
Sbene_G00603	0	0	0	0	0	0	0	0
Sbene_G00604	0	0	0	0	0	0	2	0
Sbene_G00605	0	0	0	0	0	0	0	0
Sbene_G00606	0	0	0	0	0	0	0	0
Sbene_G00609	0	0	0	0	0	0	0	0
Sbene_G00610	0	0	0	0	0	0	0	0
Sbene_G00611	0	0	0	0	0	0	0	0
Sbene_G00612	0	0	0	0	0	0	0	0
Sbene_G00613	0	0	0	0	0	0	0	0
Sbene_G00614	0	0	0	0	0	0	0	0
Sbene_G00615	4	0	0	0	0	0	0	0
Sbene_G00616	0	0	0	0	0	0	0	0
Sbene_G00617	0	0	0	0	0	0	0	0
Sbene_G00618	0	0	0	0	0	0	0	0
Sbene_G00619	0	0	0	0	0	0	0	0
Sbene_G00620	0	0	0	0	0	0	0	0
Sbene_G00621	14	83	3	36	51	106	2	1
Sbene_G00627	1	0	24	7	38	23	2	7
Sbene_G00628	1	3	2	0	1	1	0	0
Sbene_G00629	0	30	12	13	3	21	9	10
Sbene_G00630	4	0	56	1	141	158	0	0
Sbene_G00631	1	1	0	0	2	6	3	1
Sbene_G00632	0	0	0	0	0	0	0	0
Sbene_G00633	0	0	0	2	0	0	0	2
Sbene_G00634	6	28	2	36	13	68	10	5
Sbene_G00635	0	1	3	0	24	6	0	0
Sbene_G00637	1	0	0	0	3	0	0	0
Sbene_G00638	3	9	12	22	23	40	2	1
Sbene_G00639	1	2	1	1	27	19	0	1
Sbene_G00640	0	0	0	0	0	0	0	0
Sbene_G00641	0	0	0	0	0	0	0	0
Sbene_G00642	2742	209	1671	3299	16297	4019	5	114
Sbene_G00645	0	1	2	3	7	25	1	5
Sbene_G00646	0	0	1	9	0	1	0	3
Sbene_G00648	0	0	0	0	0	0	0	0
Sbene_G00649	0	6	26	12	47	76	0	5
Sbene_G00651	9	25	20	94	564	298	59	1
Sbene_G00652	2	6	19	15	7	7	2	2
Sbene_G00653	0	0	1	0	1	0	0	0
Sbene_G00654	0	0	0	0	29	0	1	0
Sbene_G00655	8	0	5	5	46	15	6	5
Sbene_G00656	0	0	0	0	0	0	0	0
Sbene_G00657	24	37	147	114	111	181	24	48
Sbene_G00658	1	17	7	19	12	11	0	3
Sbene_G00659	0	2	0	0	130	236	0	0
Sbene_G00660	0	0	0	0	0	0	0	0
Sbene_G00661	0	0	0	0	2	0	0	0
Sbene_G00662	0	0	0	0	4	0	0	0
Sbene_G00663	0	0	0	0	0	0	0	0
Sbene_G00664	48	15	4	102	45	132	0	12
Sbene_G00665	63	21	62	29	117	80	14	16
Sbene_G00666	1	0	0	0	1	0	0	0
Sbene_G00670	6	1	0	5	6292	4840	0	0
Sbene_G00671	0	6	2	0	40	7	4	1
Sbene_G00672	1	0	0	0	1	0	0	0
Sbene_G00673	4	12	4	45	0	0	0	17
Sbene_G00675	0	0	0	0	4	2	0	0
Sbene_G00676	0	0	0	0	0	0	0	0
Sbene_G00677	0	0	0	0	0	0	0	0
Sbene_G00678	0	0	0	0	0	0	0	0
Sbene_G00679	0	0	0	0	0	0	0	0
Sbene_G00681	0	0	0	0	0	0	0	0
Sbene_G00682	0	0	0	0	0	0	0	0
Sbene_G00683	0	0	0	0	0	0	0	0
Sbene_G00684	0	0	0	0	0	2	0	0
Sbene_G00685	0	0	0	0	0	0	0	0
Sbene_G00686	0	0	0	0	4	0	0	0
Sbene_G00687	0	0	0	0	0	0	0	0
Sbene_G00688	0	0	0	0	0	0	0	0
Sbene_G00691	0	0	0	0	0	0	0	0
Sbene_G00692	0	0	0	0	0	0	0	0
Sbene_G00693	8	1	22	10	29	6	0	0
Sbene_G00694	50	46	1	147	14	49	2	59
Sbene_G00695	0	0	0	0	0	0	0	0
Sbene_G00696	0	0	0	0	0	0	0	0
Sbene_G00697	0	0	0	0	0	0	0	0
Sbene_G00699	0	0	0	0	272	125	0	13
Sbene_G00700	10	0	142	113	931	580	4	6
Sbene_G00701	0	0	0	0	0	0	6	0
Sbene_G00702	33	0	125	56	72	14	22	8
Sbene_G00703	0	0	0	0	3	0	3	0
Sbene_G00704	0	0	0	0	0	0	0	0
Sbene_G00707	0	0	0	0	0	0	0	0
Sbene_G00708	0	0	0	0	0	0	2	0
Sbene_G00709	0	0	0	0	0	0	0	0
Sbene_G00710	7	0	0	0	10	0	5	0
Sbene_G00711	0	0	0	0	0	0	0	0
Sbene_G00712	0	0	0	0	0	0	0	0
Sbene_G00713	0	0	0	0	0	0	0	0
Sbene_G00715	0	0	0	0	0	0	2	0
Sbene_G00716	0	0	0	0	0	0	0	0
Sbene_G00717	0	0	0	0	0	0	0	0
Sbene_G00718	0	0	0	0	0	0	0	0
Sbene_G00719	0	0	0	0	0	0	0	0
Sbene_G00720	0	0	0	0	0	0	0	0
Sbene_G00724	3	2	0	0	17	3	4	1
Sbene_G00725	0	0	0	0	0	0	0	0
Sbene_G00726	0	0	0	0	0	0	0	0
Sbene_G00727	0	0	0	0	0	0	0	0
Sbene_G00728	61	3	74	4	40	1	6	1
Sbene_G00729	0	0	0	0	0	0	0	0
Sbene_G00730	40	7	19	1	22	6	0	1
Sbene_G00731	11	3	0	0	3226	148	380	18
Sbene_G00732	50	31	131	32	511	88	17	36
