GENE	P1	P1+N	P2	P2+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
Sbene_G00499	84	11	35	8	70	27	2	5
Sbene_G00500	35	1	54	1	86	15	48	10
Sbene_G00501	0	0	0	0	0	0	2	0
Sbene_G00505	0	3	0	9	14	16	2	2
Sbene_G00508	0	1	4	0	7	0	9	1
Sbene_G00509	0	0	0	0	0	0	2	0
Sbene_G00510	0	0	0	0	0	0	4	0
Sbene_G00511	0	0	0	0	0	0	0	0
Sbene_G00512	576	20	1358	218	2313	133	201	3
Sbene_G00513	34	10	66	20	192	68	88	16
Sbene_G00516	0	0	0	0	0	0	0	0
Sbene_G00517	0	0	0	0	0	0	0	0
Sbene_G00518	0	2	1	2	161	19	21	4
Sbene_G00519	44	27	143	11	117	12	40	0
Sbene_G00520	2	0	11	4	0	0	2	1
Sbene_G00521	0	5	8	2	12	6	5	0
Sbene_G00523	0	0	0	0	0	0	0	0
Sbene_G00524	3	2	7	0	1	1	0	0
Sbene_G00525	11	6	7	14	0	1	5	0
Sbene_G00526	54	51	206	46	464	92	7	52
Sbene_G00527	16	10	121	17	154	12	38	4
Sbene_G00528	0	3	0	2	96	21	33	7
Sbene_G00529	3	4	38	0	110	5	94	8
Sbene_G00530	0	0	0	0	0	0	0	0
Sbene_G00531	0	0	0	0	0	0	0	0
Sbene_G00533	20	23	60	4	14	3	9	1
Sbene_G00534	0	0	0	0	0	0	4	0
Sbene_G00535	17	1	10	0	213	31	35	3
Sbene_G00536	182	8	147	72	698	60	33	8
Sbene_G00537	4	2	10	0	228	73	110	37
Sbene_G00538	0	0	0	0	2	2	0	4
Sbene_G00539	0	0	0	0	0	10	0	0
Sbene_G00540	14	11	77	24	450	55	1	2
Sbene_G00542	0	0	0	0	0	0	0	0
Sbene_G00543	0	0	0	0	0	0	0	0
Sbene_G00544	0	0	0	7	5	5	7	0
Sbene_G00545	0	0	0	0	0	0	0	0
Sbene_G00547	81	7	226	5	51	1	8	1
Sbene_G00548	0	6	0	7	0	21	0	8
Sbene_G00549	1	0	1	2	26	0	44	2
Sbene_G00550	0	0	0	0	0	0	2	0
Sbene_G00552	0	0	0	0	8	0	0	0
Sbene_G00553	0	0	0	0	0	0	0	0
Sbene_G00555	0	0	0	0	0	0	4	0
Sbene_G00556	2	0	6	0	3	0	13	0
Sbene_G00557	0	0	0	0	5	0	1	0
Sbene_G00560	0	0	0	0	0	0	0	0
Sbene_G00561	0	0	0	0	6	0	0	4
Sbene_G00562	0	0	0	0	0	0	0	0
Sbene_G00564	0	0	0	0	2	0	0	0
Sbene_G00565	0	0	0	0	0	0	0	0
Sbene_G00566	0	0	0	0	0	0	0	0
Sbene_G00567	0	0	0	0	0	0	0	0
Sbene_G00568	0	0	0	0	0	0	0	0
Sbene_G00569	0	42	0	53	980	3253	0	0
Sbene_G00570	0	1	6	1	27	29	0	0
Sbene_G00571	0	0	0	0	0	0	0	0
Sbene_G00572	2	7	2	9	6	21	0	5
Sbene_G00573	0	2	0	0	19	8	3	0
Sbene_G00576	9	70	64	100	99	160	76	124
Sbene_G00578	0	0	0	0	0	0	0	0
Sbene_G00579	0	0	0	0	3	3	0	0
Sbene_G00580	0	0	0	0	0	0	0	0
Sbene_G00582	0	0	0	0	0	0	2	0
Sbene_G00583	4	17	0	2	7	7	3	0
Sbene_G00585	0	0	0	0	0	0	0	0
Sbene_G00586	0	0	0	0	0	0	0	0
Sbene_G00588	14	1	58	2	969	252	35	25
Sbene_G00589	75	263	504	460	1700	1388	1	29
Sbene_G00591	0	0	0	1	0	10	0	1
Sbene_G00592	0	0	0	0	0	0	0	0
Sbene_G00593	1	1	0	0	0	0	0	0
Sbene_G00594	1	0	14	29	5	12	2	1
Sbene_G00595	0	0	0	0	0	4	0	0
Sbene_G00596	0	0	0	0	0	0	0	0
Sbene_G00597	0	0	0	0	0	0	0	0
Sbene_G00598	0	0	0	0	0	0	0	0
Sbene_G00601	67	66	52	189	56	158	25	31
Sbene_G00602	135	128	365	192	477	189	107	57
Sbene_G00603	0	0	0	0	0	0	0	0
Sbene_G00604	0	0	0	0	0	3	11	0
Sbene_G00605	0	0	0	0	0	0	0	0
Sbene_G00606	2	0	4	0	0	0	1	7
Sbene_G00609	0	0	0	0	0	0	0	0
Sbene_G00610	0	0	0	0	0	0	0	0
