GENE	P1	P1+N	P2	P2+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
Sbene_G00001	0	0	0	0	0	0	0	0
Sbene_G00004	0	0	0	0	0	0	0	0
Sbene_G00007	112	3	272	81	176	83	27	2
Sbene_G00008	0	0	19	8	0	0	9	8
Sbene_G00009	17	7	13	20	0	0	21	58
Sbene_G00010	22	76	3	73	81	65	9	31
Sbene_G00017	0	0	0	0	0	0	0	0
Sbene_G00019	0	4	0	3	4	0	0	3
Sbene_G00020	0	0	0	0	0	0	0	0
Sbene_G00025	0	0	0	0	0	0	0	0
Sbene_G00026	0	0	0	0	0	0	0	0
Sbene_G00028	0	0	15	17	0	11	0	1
Sbene_G00029	0	39	3	7	0	26	0	3
Sbene_G00030	0	2	0	0	0	14	0	0
Sbene_G00031	2	24	2	30	0	16	0	20
Sbene_G00032	0	2	0	18	0	2	0	2
Sbene_G00033	0	0	0	0	0	0	0	0
Sbene_G00036	44	28	9	69	8	18	14	74
Sbene_G00037	0	0	0	9	0	3	0	0
Sbene_G00038	0	0	0	0	0	0	0	0
Sbene_G00040	0	3	0	0	0	0	0	3
Sbene_G00042	0	0	0	0	0	0	0	0
Sbene_G00043	2	0	10	0	10	0	0	0
Sbene_G00044	0	7	0	2	2	2	11	0
Sbene_G00045	0	0	0	0	23	0	5	0
Sbene_G00046	5	0	0	0	0	0	11	0
Sbene_G00047	0	0	0	0	0	0	0	0
Sbene_G00048	0	0	0	0	0	0	0	0
Sbene_G00049	0	0	0	0	0	0	0	0
Sbene_G00050	0	0	0	0	0	0	0	0
Sbene_G00052	0	35	0	109	7	135	0	112
Sbene_G00053	0	0	0	0	0	0	0	0
Sbene_G00054	0	0	0	0	0	0	0	0
Sbene_G00055	0	0	0	0	0	0	0	0
Sbene_G00057	0	32	2	31	18	19	0	0
Sbene_G00060	0	0	0	0	0	0	0	0
Sbene_G00061	0	0	0	0	0	0	0	0
Sbene_G00062	0	0	0	0	0	0	0	0
Sbene_G00063	0	0	4	0	8	2	0	0
Sbene_G00064	0	0	0	0	0	0	0	0
Sbene_G00065	0	0	0	0	0	0	0	0
Sbene_G00066	0	0	0	0	0	0	0	0
Sbene_G00068	0	6	0	0	0	0	6	0
Sbene_G00069	6	0	0	0	0	0	0	0
Sbene_G00070	0	0	21	0	3	0	0	0
Sbene_G00073	37	2	0	92	13	21	30	59
Sbene_G00075	100	32	60	282	264	917	0	71
Sbene_G00078	0	8	18	6	0	6	0	6
Sbene_G00079	0	21	0	0	2	16	0	1
Sbene_G00080	0	0	0	0	0	0	0	0
Sbene_G00081	0	0	0	0	0	0	0	0
Sbene_G00082	0	0	0	0	0	0	0	0
Sbene_G00083	88	224	277	105	200	210	1	63
Sbene_G00085	354	218	260	57	71	43	2	51
Sbene_G00086	0	0	2	0	2	0	0	0
Sbene_G00087	0	0	0	0	0	0	0	0
Sbene_G00089	0	0	0	0	0	0	0	0
Sbene_G00091	0	7	0	29	0	0	2	0
Sbene_G00092	0	0	0	0	0	0	0	0
Sbene_G00093	0	0	0	0	0	0	0	0
Sbene_G00094	0	0	0	0	0	0	0	0
Sbene_G00095	0	0	0	0	0	0	0	0
Sbene_G00096	0	0	0	0	0	0	0	0
Sbene_G00097	0	0	0	0	0	0	0	0
Sbene_G00098	0	0	0	0	0	0	0	0
Sbene_G00101	0	0	0	0	16	0	0	0
Sbene_G00104	0	27	0	5	6	48	0	0
Sbene_G00106	0	0	0	10	10	0	0	0
Sbene_G00107	0	0	0	0	0	0	0	0
Sbene_G00108	0	0	0	0	0	0	0	0
Sbene_G00109	0	0	0	0	0	0	0	0
Sbene_G00110	0	0	0	0	0	0	0	0
Sbene_G00111	0	0	0	0	0	0	2	0
Sbene_G00112	6	66	28	477	187	379	9	174
Sbene_G00114	0	0	0	0	0	0	0	0
Sbene_G00115	0	0	0	0	0	0	0	0
Sbene_G00116	0	0	0	0	0	0	0	0
Sbene_G00117	0	0	0	0	0	0	0	0
Sbene_G00118	0	0	0	0	0	0	0	0
Sbene_G00120	17	11	18	36	0	0	17	113
Sbene_G00121	7	0	0	0	12	0	7	0
Sbene_G00122	0	0	0	0	1	3	0	0
Sbene_G00123	0	0	0	0	0	0	12	0
Sbene_G00124	0	0	0	0	0	0	0	0
Sbene_G00125	0	0	0	0	0	0	6	0
Sbene_G00126	0	0	0	0	0	0	0	0
Sbene_G00127	0	1	0	0	0	0	1	0
Sbene_G00128	0	12	0	14	0	0	0	0
Sbene_G00132	0	0	0	0	0	0	0	0
Sbene_G00133	0	0	0	0	0	8	0	0
Sbene_G00134	0	0	0	0	0	0	0	0
Sbene_G00136	140	4	66	5	63	2	1	3
Sbene_G00137	0	0	0	0	0	0	0	0
Sbene_G00138	16	20	67	36	43	11	0	21
Sbene_G00139	0	0	0	0	0	0	0	0
Sbene_G00140	0	0	0	0	0	0	0	0
Sbene_G00141	0	0	0	0	0	0	0	0
Sbene_G00142	21	5	16	9	27	4	0	8
Sbene_G00143	0	0	2	19	0	0	9	0
Sbene_G00144	19	14	7	23	4	10	27	0
Sbene_G00145	0	17	0	14	0	2	0	27
Sbene_G00146	0	51	200	92	31	40	58	58
Sbene_G00147	18	14	5	37	29	21	0	0
Sbene_G00148	259	187	207	626	1078	805	154	82
Sbene_G00149	178	189	273	501	313	286	140	128
Sbene_G00152	32	35	0	113	58	123	6	69
Sbene_G00153	8	41	74	73	5	8	39	100
Sbene_G00154	18	21	18	24	34	57	0	6
Sbene_G00155	154	221	871	630	370	386	181	423
Sbene_G00157	0	0	0	4	0	0	0	0
Sbene_G00158	0	0	0	0	574	114	7	17
Sbene_G00159	0	22	0	4	0	200	0	0
Sbene_G00161	0	0	18	10	0	0	0	4
Sbene_G00162	0	0	0	0	14	0	0	0
Sbene_G00163	0	0	0	0	0	0	0	0
Sbene_G00164	0	0	0	0	129	24	9	10
Sbene_G00165	5	0	3	23	0	0	26	35
Sbene_G00166	0	0	0	0	0	0	0	0
Sbene_G00167	50	46	21	88	0	4	31	58
Sbene_G00168	0	0	0	0	101	97	0	0
Sbene_G00169	0	0	0	0	0	0	0	0
Sbene_G00170	0	0	0	0	0	0	0	0
Sbene_G00171	0	9	20	10	6	43	0	0
Sbene_G00173	2221	10219	3751	8200	12067	10551	645	3178
Sbene_G00174	10	0	0	22	10	4	0	0
Sbene_G00177	0	0	0	0	0	0	0	0
Sbene_G00178	0	0	0	0	0	0	0	0
