GENE	P1	P1+N	P2	P2+N	UNINFORMATIVE	UNINFORMATIVE+N	UNK	UNK+N
Sbene_G00001	0	0	0	0	0	0	0	0
Sbene_G00004	0	0	0	0	0	0	0	0
Sbene_G00007	52	8	41	23	21	7	1	9
Sbene_G00008	0	0	4	0	0	0	0	0
Sbene_G00009	6	0	0	4	0	0	2	6
Sbene_G00010	5	9	6	8	25	27	0	4
Sbene_G00017	0	0	0	0	0	0	0	0
Sbene_G00019	0	0	0	0	0	0	0	0
Sbene_G00020	0	0	0	0	0	0	0	0
Sbene_G00025	0	0	0	0	0	0	0	0
Sbene_G00026	0	0	0	0	0	0	0	0
Sbene_G00028	0	8	0	0	0	7	0	1
Sbene_G00029	0	41	7	34	1	26	0	19
Sbene_G00030	0	2	0	6	1	34	0	1
Sbene_G00031	0	0	0	2	0	0	0	0
Sbene_G00032	0	5	0	10	0	5	0	6
Sbene_G00033	1	6	1	7	14	47	0	4
Sbene_G00036	27	3	0	22	2	4	1	5
Sbene_G00037	0	2	0	0	2	18	0	0
Sbene_G00038	0	0	0	0	0	0	0	0
Sbene_G00040	0	2	0	0	0	1	1	0
Sbene_G00042	0	0	0	0	0	0	0	0
Sbene_G00043	10	0	27	0	13	2	4	0
Sbene_G00044	0	0	0	0	3	0	3	0
Sbene_G00045	0	0	0	0	15	0	5	0
Sbene_G00046	0	0	0	0	0	0	2	0
Sbene_G00047	0	0	0	0	0	0	0	0
Sbene_G00048	0	0	0	0	0	0	0	0
Sbene_G00049	0	0	0	0	0	0	0	0
Sbene_G00050	0	0	0	0	0	0	0	0
Sbene_G00052	0	15	0	8	0	36	0	15
Sbene_G00053	2	17	5	12	21	30	1	0
Sbene_G00054	0	0	0	0	0	0	0	0
Sbene_G00055	0	0	0	0	0	0	0	0
Sbene_G00057	1	0	4	1	10	8	0	0
Sbene_G00060	0	0	0	0	0	0	0	0
Sbene_G00061	0	0	0	0	0	0	0	0
Sbene_G00062	0	0	0	0	0	0	0	0
Sbene_G00063	0	0	0	0	8	2	0	0
Sbene_G00064	0	0	0	0	0	0	0	0
Sbene_G00065	0	0	0	0	0	0	0	0
Sbene_G00066	0	0	0	0	0	0	0	0
Sbene_G00068	0	0	0	0	0	0	0	0
Sbene_G00069	0	0	0	0	0	0	0	0
Sbene_G00070	0	0	4	0	2	0	0	0
Sbene_G00073	2	0	2	2	0	4	2	0
Sbene_G00075	21	49	56	209	105	307	0	33
Sbene_G00078	0	2	0	6	0	0	0	8
Sbene_G00079	0	10	0	0	0	2	0	0
Sbene_G00080	0	0	0	0	0	0	0	0
Sbene_G00081	0	0	0	0	0	0	0	0
Sbene_G00082	0	0	0	0	0	0	0	0
Sbene_G00083	21	65	35	15	62	37	3	2
Sbene_G00085	170	118	33	28	29	18	1	15
Sbene_G00086	0	0	0	4	0	8	0	0
Sbene_G00087	0	0	0	0	0	0	0	0
Sbene_G00089	0	0	0	0	0	0	0	0
Sbene_G00091	4	4	9	3	0	0	8	2
Sbene_G00092	0	0	0	0	0	0	0	0
Sbene_G00093	0	0	0	0	0	0	0	0
Sbene_G00094	0	0	0	0	0	0	0	0
Sbene_G00095	0	0	0	0	0	0	0	0
Sbene_G00096	0	0	0	0	0	0	0	0
Sbene_G00097	0	0	0	0	0	0	2	0
Sbene_G00098	4	4	4	8	0	5	14	13
Sbene_G00101	0	0	0	0	0	0	12	0
Sbene_G00104	0	5	0	0	2	3	0	0
Sbene_G00106	0	0	0	0	3	0	1	0
Sbene_G00107	0	0	0	0	0	0	0	0
Sbene_G00108	0	0	0	0	0	0	0	0
Sbene_G00109	0	0	0	0	0	0	0	0
Sbene_G00110	0	0	0	0	2	0	0	0
Sbene_G00111	0	4	0	0	0	0	0	0
Sbene_G00112	57	93	39	1248	165	810	14	362
Sbene_G00114	0	0	0	0	0	0	0	0
Sbene_G00115	0	0	0	0	0	0	0	0
Sbene_G00116	0	0	0	0	0	0	0	0
Sbene_G00117	0	0	0	0	0	0	0	0
Sbene_G00118	0	0	0	0	0	0	0	0
Sbene_G00120	0	2	3	12	0	0	1	6
Sbene_G00121	0	0	0	0	0	0	6	0
Sbene_G00122	0	0	0	0	2	0	0	0
Sbene_G00123	0	0	0	0	0	0	2	0
Sbene_G00124	0	0	0	0	0	0	2	0
Sbene_G00125	0	0	0	0	0	0	0	0
Sbene_G00126	0	3	4	2	0	0	0	7
Sbene_G00127	0	0	0	0	0	0	0	0
Sbene_G00128	0	39	0	16	17	8	0	12
Sbene_G00132	0	0	0	0	0	0	0	0
Sbene_G00133	0	0	0	0	1	5	0	0
Sbene_G00134	0	0	0	0	0	0	0	0
Sbene_G00136	48	12	26	20	17	7	4	2
Sbene_G00137	0	0	0	0	0	0	0	0
Sbene_G00138	23	19	23	6	44	7	2	10
Sbene_G00139	0	0	0	1	1	0	0	0
Sbene_G00140	0	0	0	0	0	0	0	0
Sbene_G00141	0	0	0	0	0	0	0	0
Sbene_G00142	10	13	1	1	7	18	0	0
Sbene_G00143	0	0	0	0	0	0	0	0
Sbene_G00144	0	0	0	4	0	0	0	6
Sbene_G00145	0	12	0	14	0	17	0	9
Sbene_G00146	16	23	46	19	13	5	1	17
Sbene_G00147	8	6	4	19	7	21	0	1
Sbene_G00148	185	150	245	361	554	655	56	114
Sbene_G00149	82	172	93	251	122	149	39	48
Sbene_G00152	26	27	0	16	20	53	5	39
Sbene_G00153	9	52	3	55	3	13	13	48
Sbene_G00154	2	0	5	17	8	16	0	0
Sbene_G00155	94	161	212	97	53	185	73	313
Sbene_G00157	0	9	0	15	2	4	0	0
Sbene_G00158	0	0	0	0	142	20	0	8
Sbene_G00159	0	2	0	6	0	162	0	0
Sbene_G00161	0	3	7	16	0	2	2	20
Sbene_G00162	0	0	2	0	12	11	4	1
Sbene_G00163	0	0	0	0	0	0	0	0
Sbene_G00164	0	0	0	0	16	4	0	0
Sbene_G00165	20	3	1	5	0	0	5	6
Sbene_G00166	0	0	0	0	0	0	0	0
Sbene_G00167	23	43	15	33	0	0	11	43
Sbene_G00168	0	0	0	0	147	95	0	0
Sbene_G00169	0	0	0	0	0	0	0	0
Sbene_G00170	0	0	0	0	0	0	2	0
Sbene_G00171	1	5	3	26	19	22	1	1
Sbene_G00173	2047	5455	1976	5744	6239	6034	162	2493
Sbene_G00174	0	1	0	0	1	0	0	0
Sbene_G00177	0	0	0	0	0	0	0	0
Sbene_G00178	29	2	0	0	7	0	4	0
